time,velocity
50.000000,50.000000
50.000000,50.000000
50.000000,50.000000
50.000000,49.999891
50.000000,49.987199
50.000000,50.000000
50.000000,43.874480
50.000000,49.972369
50.000000,50.000000
50.000000,50.000000
50.000000,49.999971
50.000000,50.000000
50.000000,49.991269
50.000000,49.945339
50.000000,49.385111
50.000000,49.998451
50.000000,49.704037
50.000000,49.210028
50.000000,50.000000
50.000000,50.000000
50.000000,50.000000
50.000000,49.537179
50.000000,49.690781
50.000000,50.000000
50.000000,49.726625
50.000000,49.934139
50.000000,49.999250
50.000000,50.000000
50.000000,50.000000
50.000000,48.960351
50.000000,49.936250
50.000000,49.795102
50.000000,49.963082
50.000000,49.739026
50.000000,50.000000
50.000000,49.193410
50.000000,49.916059
50.000000,49.999463
50.000000,50.000000
50.000000,49.999959
50.000000,50.000000
50.000000,50.000000
50.000000,50.000000
50.000000,49.996491
50.000000,49.993430
55.000000,49.920710
55.000000,49.999727
55.000000,50.000000
55.000000,50.000000
55.000000,50.000000
55.000000,49.995053
55.000000,50.000000
55.000000,49.998835
55.000000,48.204898
55.000000,50.000000
55.000000,49.999633
55.000000,50.000000
55.000000,50.000000
55.000000,49.999934
55.000000,50.000000
55.000000,49.990252
55.000000,50.000000
55.000000,49.366659
55.000000,49.999956
55.000000,49.903719
55.000000,49.997195
55.000000,49.829203
55.000000,50.000000
55.000000,50.000000
55.000000,50.000000
55.000000,49.740068
55.000000,48.905638
55.000000,49.999908
55.000000,49.887633
55.000000,50.000000
55.000000,49.955460
55.000000,49.981743
55.000000,50.000000
55.000000,50.000000
55.000000,49.983108
55.000000,50.000000
55.000000,49.994134
55.000000,49.974478
55.000000,50.000000
55.000000,50.000000
55.000000,49.998769
55.000000,49.999587
55.000000,49.009231
55.000000,49.999898
55.000000,50.000000
55.000000,49.699927
55.000000,49.849999
55.000000,49.799367
55.000000,49.906905
55.000000,50.000000
55.000000,49.963019
55.000000,50.000000
55.000000,50.000000
55.000000,50.000000
55.000000,45.853379
55.000000,47.918219
55.000000,50.000000
55.000000,49.989557
55.000000,50.000000
55.000000,49.787256
55.000000,49.994513
55.000000,50.000000
55.000000,50.000000
55.000000,50.000000
55.000000,50.000000
55.000000,50.000000
55.000000,49.791077
55.000000,49.998949
55.000000,50.000000
55.000000,50.000000
55.000000,49.999819
55.000000,49.994973
55.000000,49.999774
55.000000,50.000000
55.000000,49.534657
55.000000,50.000000
55.000000,50.000000
55.000000,50.000000
55.000000,49.492367
55.000000,49.996128
55.000000,50.000000
55.000000,50.000000
55.000000,49.998725
55.000000,50.000000
55.000000,49.996882
55.000000,50.000000
55.000000,50.000000
55.000000,49.560666
55.000000,49.936070
55.000000,49.998764
55.000000,49.999125
55.000000,49.868271
55.000000,49.960415
55.000000,50.000000
55.000000,50.000000
55.000000,50.000000
55.000000,49.709471
55.000000,49.690772
55.000000,50.000000
55.000000,49.247242
55.000000,49.960502
55.000000,50.000000
55.000000,49.861921
55.000000,50.000000
55.000000,49.919704
55.000000,49.956607
55.000000,49.740825
55.000000,49.902194
55.000000,49.596151
55.000000,50.000000
55.000000,49.832416
55.000000,49.944983
55.000000,49.999998
55.000000,49.997442
55.000000,49.999706
55.000000,50.000000
55.000000,50.000000
55.000000,50.000000
55.000000,49.999917
55.000000,49.388070
60.000000,49.643918
60.000000,49.959448
60.000000,50.000000
60.000000,49.999729
60.000000,50.000000
60.000000,49.935607
60.000000,50.000000
60.000000,49.873377
60.000000,49.940572
60.000000,50.000000
60.000000,49.969179
